 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.553104279E-02  0.513372238E-02  0.248661104E+04  0.248661122E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.253623143E-02  0.193394214E-01 -0.250545958E+04  0.250545976E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.299481136E-02 -0.244731438E-01  0.188485396E+02  0.279290241E+02  0.206097631E+02 0. 9.
               22        1    3    0    0    0  0.640332484E+01  0.594647633E+01  0.203642098E+01  0.897274541E+01  0.353531423E-05 0. 9.
               22        1    3    0    0    0 -0.640631966E+01 -0.597094948E+01  0.168121187E+02  0.189562787E+02  0.536640448E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.858491847E-01 -0.143287488E+00  0.247750244E+04  0.247750262E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.769080109E-01  0.120937780E-01 -0.250278700E+04  0.250278718E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.162757196E+00  0.131193710E+00  0.252845572E+02  0.397101992E+02  0.306193955E+02 0. 9.
               22        1    3    0    0    0 -0.778430362E+01 -0.126743734E+02  0.800115737E+01  0.168894536E+02  0.315960843E-05 0. 9.
               22        1    3    0    0    0  0.762154642E+01  0.128055671E+02  0.172833999E+02  0.228207456E+02  0.376972873E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.119025635E+00  0.568324189E+00  0.249575891E+04  0.249575916E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.296802992E-02 -0.187416377E-01 -0.250171982E+04  0.250172000E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.121993665E+00 -0.549582551E+00  0.596090600E+01  0.225208453E+02  0.217103466E+02 0. 9.
               22        1    3    0    0    0  0.428941593E+01  0.264749991E+01  0.128815628E+02  0.138326789E+02  0.264284602E-05 0. 9.
               22        1    3    0    0    0 -0.416742226E+01 -0.319708246E+01 -0.692065685E+01  0.868816642E+01  0.211155290E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.164200773E+00 -0.118240481E+00  0.250458871E+04  0.250458889E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.392572674E-01 -0.268281070E-01 -0.247769316E+04  0.247769334E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.203458040E+00  0.145068588E+00 -0.268955475E+02  0.377177726E+02  0.264423420E+02 0. 9.
               22        1    3    0    0    0  0.936572547E+01  0.333775537E+01 -0.261618270E+02  0.279874725E+02  0.277017356E-05 0. 9.
               22        1    3    0    0    0 -0.916226743E+01 -0.319268678E+01 -0.733720521E+00  0.973030006E+01  0.149368812E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.201330359E+00 -0.837026063E-01  0.249714434E+04  0.249714452E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.412710148E+00  0.694068426E+00 -0.249082856E+04  0.249082887E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.614040507E+00 -0.610365820E+00 -0.631577311E+01  0.320266056E+02  0.313857433E+02 0. 9.
               22        1    3    0    0    0  0.115278346E+02  0.456494290E+01  0.617769527E+01  0.138525663E+02  0.263341928E-05 0. 9.
               22        1    3    0    0    0 -0.121418751E+02 -0.517530872E+01 -0.124934684E+02  0.181740393E+02  0.302519263E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.422014983E-01 -0.286224464E-01  0.247621651E+04  0.247621669E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.111241764E-01 -0.398836579E-02 -0.250414207E+04  0.250414224E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.310773219E-01  0.326108122E-01  0.279255562E+02  0.396410684E+02  0.281349530E+02 0. 9.
               22        1    3    0    0    0 -0.127104222E+02 -0.548671209E+01  0.103918614E+02  0.173103907E+02  0.300161321E-05 0. 9.
               22        1    3    0    0    0  0.126793449E+02  0.551932290E+01  0.175336948E+02  0.223306777E+02  0.352020813E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.473597187E-02  0.588482125E-02  0.250382843E+04  0.250382861E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.345001201E-01 -0.733333379E-01 -0.249038952E+04  0.249038969E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.297641483E-01  0.674485167E-01 -0.134389160E+02  0.257816967E+02  0.220019541E+02 0. 9.
               22        1    3    0    0    0  0.786225070E+00 -0.981459482E+01 -0.123676413E+02  0.158083197E+02  0.301854275E-05 0. 9.
               22        1    3    0    0    0 -0.815989218E+00  0.988204334E+01 -0.107127470E+01  0.997337698E+01  0.236919091E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.107603041E-01  0.375007574E-01  0.249655745E+04  0.249655763E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.498757152E-02  0.349474448E-02 -0.249815357E+04  0.249815375E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.577273261E-02 -0.409955019E-01  0.159612392E+01  0.252886235E+02  0.252381685E+02 0. 9.
               22        1    3    0    0    0 -0.176173336E+01  0.123821804E+02  0.231683033E+01  0.127196619E+02  0.284303846E-05 0. 9.
               22        1    3    0    0    0  0.176750609E+01 -0.124231759E+02 -0.720706405E+00  0.125689616E+02  0.281596465E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.352759712E+00  0.544791375E-01  0.249467501E+04  0.249467521E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.448493214E-01 -0.412312737E-03 -0.247998818E+04  0.247998836E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.307910390E+00 -0.540668247E-01 -0.146868277E+02  0.453364259E+02  0.428904520E+02 0. 9.
               22        1    3    0    0    0 -0.179722545E+02  0.961247210E+01  0.535479953E-01  0.203814725E+02  0.473247367E-05 0. 9.
               22        1    3    0    0    0  0.176643441E+02 -0.966653892E+01 -0.147403757E+02  0.249549535E+02  0.526143944E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.535840317E-03  0.125169750E-01  0.250051941E+04  0.250051959E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.237981736E-01  0.466061561E-02 -0.249370829E+04  0.249370847E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.232623333E-01 -0.171775906E-01 -0.681111524E+01  0.257719445E+02  0.248556029E+02 0. 9.
               22        1    3    0    0    0 -0.673073707E+01 -0.104332207E+02 -0.282131021E+01  0.127324274E+02  0.311544760E-05 0. 9.
               22        1    3    0    0    0  0.675399941E+01  0.104160431E+02 -0.398980502E+01  0.130395171E+02  0.315623338E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.898892500E-02 -0.172711221E-01  0.250487842E+04  0.250487859E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.146875975E+00 -0.618165904E-01 -0.248692435E+04  0.248692454E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.137887050E+00  0.790877125E-01 -0.179540614E+02  0.281968733E+02  0.217414368E+02 0. 9.
               22        1    3    0    0    0 -0.758872124E+01  0.615372504E+01 -0.264874193E+01  0.101228877E+02  0.142553577E-05 0. 9.
               22        1    3    0    0    0  0.745083419E+01 -0.607463733E+01 -0.153053195E+02  0.180739856E+02  0.196785617E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.144069695E+00  0.278614429E+00  0.249843499E+04  0.249843519E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.703349596E-02 -0.638024321E-02 -0.248407925E+04  0.248407942E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.151103191E+00 -0.272234186E+00 -0.143557427E+02  0.374853889E+02  0.346261475E+02 0. 9.
               22        1    3    0    0    0  0.205940295E+01  0.140879828E+02 -0.175601320E+02  0.226068715E+02  0.175934698E-05 0. 9.
               22        1    3    0    0    0 -0.221050614E+01 -0.143602170E+02  0.320438935E+01  0.148785174E+02  0.138444539E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.257751596E-02  0.136411926E-01  0.249629794E+04  0.249629811E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.538005105E-01  0.150488388E+00 -0.247543620E+04  0.247543639E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.563780265E-01 -0.164129581E+00 -0.208617349E+02  0.482655007E+02  0.435237459E+02 0. 9.
               22        1    3    0    0    0  0.141080033E+02 -0.223708210E+01 -0.286886295E+02  0.320480538E+02  0.472646418E-05 0. 9.
               22        1    3    0    0    0 -0.140516253E+02  0.207295252E+01  0.782689459E+01  0.162174469E+02  0.336330795E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.585798308E-01  0.200315866E+00  0.250307704E+04  0.250307723E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.658130841E-01 -0.174195781E+00 -0.247931184E+04  0.247931202E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.124392915E+00 -0.261200852E-01 -0.237652030E+02  0.376107501E+02  0.291507717E+02 0. 9.
               22        1    3    0    0    0  0.798236354E+01 -0.283009540E+01 -0.271112224E+02  0.284032735E+02  0.476539042E-05 0. 9.
               22        1    3    0    0    0 -0.810675645E+01  0.280397531E+01  0.334601943E+01  0.920747652E+01  0.265491694E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.141594006E+00  0.322592166E+00  0.248947886E+04  0.248947907E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.719662951E-02 -0.664897993E-01 -0.250448405E+04  0.250448423E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.134397377E+00 -0.256102367E+00  0.150051894E+02  0.260367038E+02  0.212760566E+02 0. 9.
               22        1    3    0    0    0 -0.368979947E+01 -0.655659322E+01  0.169506090E+02  0.185452603E+02  0.428511384E-05 0. 9.
               22        1    3    0    0    0  0.355540209E+01  0.630049085E+01 -0.194541953E+01  0.749144353E+01  0.267225644E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.145974922E-03  0.417844063E-02  0.249334335E+04  0.249334352E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.301507337E-01 -0.236903814E-01 -0.249806812E+04  0.249806830E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.302967086E-01  0.195119408E-01  0.472477355E+01  0.285881831E+02  0.281950249E+02 0. 9.
               22        1    3    0    0    0 -0.597229805E+01 -0.478175514E-01 -0.105793758E+02  0.121488198E+02  0.178017432E-05 0. 9.
               22        1    3    0    0    0  0.600259475E+01  0.673294922E-01  0.153041493E+02  0.164393633E+02  0.205268566E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.479315888E-01  0.699456744E-02  0.250014162E+04  0.250014180E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.607899457E-01  0.409363267E-01 -0.248595246E+04  0.248595264E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.108721535E+00 -0.479308941E-01 -0.141891585E+02  0.339055668E+02  0.307935240E+02 0. 9.
               22        1    3    0    0    0  0.800542727E+01 -0.215554040E+01  0.721727347E+01  0.109919178E+02  0.396090692E-05 0. 9.
               22        1    3    0    0    0 -0.789670573E+01  0.210760951E+01 -0.214064320E+02  0.229136490E+02  0.575671028E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.246808283E-01 -0.790555290E-02  0.249763994E+04  0.249764011E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.333237736E-01 -0.341197764E-01 -0.248576945E+04  0.248576963E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.580046019E-01  0.420253293E-01 -0.118704834E+02  0.365902578E+02  0.346111754E+02 0. 9.
               22        1    3    0    0    0  0.109457370E+02 -0.102074462E+02 -0.151345207E+02  0.212850847E+02  0.369933144E-05 0. 9.
               22        1    3    0    0    0 -0.108877324E+02  0.102494715E+02  0.326403729E+01  0.153051731E+02  0.309944153E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.798994889E-03  0.122271472E-01  0.248462414E+04  0.248462432E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.221052302E-01  0.588645089E-01 -0.249764138E+04  0.249764155E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.213062353E-01 -0.710916561E-01  0.130172345E+02  0.377341278E+02  0.354176580E+02 0. 9.
               22        1    3    0    0    0  0.912267337E+01  0.227861950E+01 -0.947009129E+01  0.133453327E+02  0.369741021E-05 0. 9.
               22        1    3    0    0    0 -0.914397961E+01 -0.234971116E+01  0.224873257E+02  0.243887951E+02  0.500111031E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.109499936E-01  0.885432092E-02  0.250549569E+04  0.250549587E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.274948979E-01 -0.244075218E-01 -0.248545753E+04  0.248545770E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.384448914E-01  0.155532009E-01 -0.200381655E+02  0.290464263E+02  0.210277219E+02 0. 9.
               22        1    3    0    0    0  0.664721910E+01 -0.643842662E+00 -0.212680466E+02  0.222919236E+02  0.312683035E-05 0. 9.
               22        1    3    0    0    0 -0.660877421E+01  0.659395863E+00  0.122988104E+01  0.675450271E+01  0.163451543E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.235148960E-01 -0.153062244E-01  0.249586691E+04  0.249586708E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.369398237E-01  0.303064215E-01 -0.249822070E+04  0.249822087E+04  0.938272046E+00 0. 9.
